datesold,price,propertyType,bedrooms
3/13/15 0:00,675000,house,4
3/13/15 0:00,690000,house,4
3/13/15 0:00,753000,house,3
3/13/15 0:00,790000,house,5
3/13/15 0:00,937000,house,4
3/14/15 0:00,421000,house,3
3/14/15 0:00,505000,house,3
3/14/15 0:00,525000,house,5
3/14/15 0:00,567000,house,3
3/14/15 0:00,581000,house,4
3/14/15 0:00,588000,house,4
3/14/15 0:00,650000,house,3
3/14/15 0:00,660000,house,5
3/14/15 0:00,660000,house,5
3/14/15 0:00,693000,house,3
3/14/15 0:00,715000,house,4
3/14/15 0:00,726000,house,4
3/14/15 0:00,750000,house,4
3/14/15 0:00,755000,house,4
3/14/15 0:00,769000,house,4
3/14/15 0:00,778000,house,3
3/14/15 0:00,785000,house,3
3/14/15 0:00,785000,house,4
3/14/15 0:00,800000,house,3
3/14/15 0:00,845000,house,3
3/14/15 0:00,895000,house,4
3/14/15 0:00,971000,house,4
3/14/15 0:00,1070000,house,4
3/14/15 0:00,1110000,house,4
3/14/15 0:00,1710000,house,4
3/16/15 0:00,370000,house,3
3/16/15 0:00,380000,house,3
3/16/15 0:00,440000,house,3
3/16/15 0:00,457500,house,4
3/16/15 0:00,458000,house,3
3/16/15 0:00,465500,house,3
3/16/15 0:00,592000,house,3
3/16/15 0:00,600000,house,4
3/16/15 0:00,615000,house,5
3/16/15 0:00,655000,house,4
3/16/15 0:00,670000,house,4
3/16/15 0:00,760000,house,4
3/17/15 0:00,401000,house,3
3/17/15 0:00,417500,house,4
3/17/15 0:00,435000,house,3
3/17/15 0:00,557000,house,4
3/17/15 0:00,605000,house,3
3/17/15 0:00,608000,house,4
3/17/15 0:00,655000,house,4
3/17/15 0:00,705000,house,5
3/17/15 0:00,1475000,house,3
3/18/15 0:00,408000,house,3
3/18/15 0:00,490000,house,3
3/18/15 0:00,630000,house,4
3/18/15 0:00,645000,house,4
3/18/15 0:00,650000,house,4
3/18/15 0:00,701000,house,3
3/18/15 0:00,762000,house,5
3/18/15 0:00,770000,house,3
3/18/15 0:00,885000,house,4
3/18/15 0:00,895250,house,4
3/18/15 0:00,1056000,house,3
3/18/15 0:00,1065000,house,3
3/18/15 0:00,1145000,house,4
3/19/15 0:00,455000,house,3
3/19/15 0:00,502000,house,3
3/19/15 0:00,570000,house,4
3/19/15 0:00,685000,house,4
3/19/15 0:00,830000,house,4
3/19/15 0:00,945000,house,3
3/20/15 0:00,415000,house,3
3/20/15 0:00,430000,house,3
3/20/15 0:00,527500,house,3
3/20/15 0:00,586000,house,3
3/20/15 0:00,605000,house,4
3/20/15 0:00,620000,house,4
3/20/15 0:00,625000,house,4
3/20/15 0:00,645500,house,4
3/20/15 0:00,680000,house,4
3/20/15 0:00,680000,house,3
3/20/15 0:00,783000,house,5
3/21/15 0:00,492500,house,4
3/21/15 0:00,547500,house,3
3/21/15 0:00,550000,house,4
3/21/15 0:00,610000,house,3
3/21/15 0:00,665000,house,4
3/21/15 0:00,690000,house,4
3/21/15 0:00,716000,house,3
3/21/15 0:00,862000,house,4
3/21/15 0:00,895000,house,3
3/21/15 0:00,907000,house,4
3/21/15 0:00,920000,house,3
3/21/15 0:00,1100000,house,5
3/21/15 0:00,1360000,house,4
3/23/15 0:00,339000,house,2
3/23/15 0:00,500000,house,3
3/23/15 0:00,580000,house,4
3/23/15 0:00,951000,house,4
3/24/15 0:00,428000,house,4
3/24/15 0:00,465000,house,4
3/24/15 0:00,516000,house,3
3/24/15 0:00,605000,house,4
3/24/15 0:00,607000,house,3
3/25/15 0:00,355000,house,3
3/25/15 0:00,442000,house,3
3/25/15 0:00,451000,house,4
3/25/15 0:00,547500,house,4
3/25/15 0:00,561000,house,4
3/25/15 0:00,600000,house,4
3/25/15 0:00,653000,house,4
3/25/15 0:00,667500,house,5
3/25/15 0:00,671000,house,4
3/25/15 0:00,750000,house,5
3/25/15 0:00,950000,house,4
3/25/15 0:00,1050000,house,3
3/26/15 0:00,341000,house,1
3/26/15 0:00,372500,house,3
3/26/15 0:00,465000,house,3
3/26/15 0:00,489000,house,3
3/26/15 0:00,512000,house,3
3/26/15 0:00,530000,house,5
3/26/15 0:00,565000,house,4
3/26/15 0:00,568000,house,4
3/26/15 0:00,721700,house,4
3/26/15 0:00,860000,house,3
3/26/15 0:00,875000,house,4
3/26/15 0:00,1260000,house,4
3/27/15 0:00,505000,house,4
3/27/15 0:00,509950,house,4
3/27/15 0:00,525000,house,4
3/27/15 0:00,540000,house,4
3/27/15 0:00,590000,house,5
3/27/15 0:00,595000,house,3
3/27/15 0:00,639950,house,4
3/27/15 0:00,735000,house,3
3/27/15 0:00,885000,house,4
3/27/15 0:00,925000,house,4
3/28/15 0:00,360000,house,3
3/28/15 0:00,395000,house,3
3/28/15 0:00,440000,house,3
3/28/15 0:00,440000,house,3
3/28/15 0:00,490000,house,4
3/28/15 0:00,497000,house,4
3/28/15 0:00,572000,house,4
3/28/15 0:00,590000,house,4
3/28/15 0:00,600000,house,4
3/28/15 0:00,620000,house,3
3/28/15 0:00,629000,house,3
3/28/15 0:00,650000,house,4
3/28/15 0:00,659000,house,4
3/28/15 0:00,701000,house,4
3/28/15 0:00,820000,house,3
3/28/15 0:00,841000,house,4
3/28/15 0:00,845000,house,4
3/28/15 0:00,867000,house,5
3/28/15 0:00,875000,house,4
3/28/15 0:00,881000,house,5
3/28/15 0:00,1002000,house,4
3/28/15 0:00,1017500,house,3
3/28/15 0:00,1131000,house,4
3/28/15 0:00,2125000,house,4
3/29/15 0:00,491500,house,3
3/30/15 0:00,418000,house,3
3/30/15 0:00,468000,house,3
3/30/15 0:00,500000,house,4
3/30/15 0:00,502500,house,4
3/30/15 0:00,555000,house,3
3/30/15 0:00,562000,house,4
3/30/15 0:00,570000,house,3
3/30/15 0:00,865000,house,5
3/31/15 0:00,285000,house,3
3/31/15 0:00,420000,house,2
3/31/15 0:00,440000,house,4
3/31/15 0:00,458000,house,3
3/31/15 0:00,558000,house,4
3/31/15 0:00,612500,house,3
3/31/15 0:00,615000,house,3
3/31/15 0:00,685000,house,4
3/31/15 0:00,730000,house,5
3/31/15 0:00,740000,house,5
3/31/15 0:00,990000,house,3
3/31/15 0:00,997000,house,4
3/31/15 0:00,1230000,house,4
3/31/15 0:00,1333000,house,4
4/1/15 0:00,462500,house,3
4/1/15 0:00,463000,house,3
4/1/15 0:00,470000,house,3
4/1/15 0:00,478000,house,4
4/1/15 0:00,482000,house,3
4/1/15 0:00,490000,house,4
4/1/15 0:00,585000,house,3
4/1/15 0:00,605000,house,3
4/1/15 0:00,637000,house,4
4/1/15 0:00,640000,house,4
4/1/15 0:00,652000,house,3
4/1/15 0:00,690000,house,4
4/1/15 0:00,695000,house,4
4/1/15 0:00,720000,house,4
4/1/15 0:00,725000,house,3
4/1/15 0:00,740000,house,5
4/1/15 0:00,775000,house,4
4/1/15 0:00,812000,house,3
4/1/15 0:00,818000,house,4
4/1/15 0:00,960000,house,4
4/1/15 0:00,1000000,house,4
4/1/15 0:00,1600000,house,4
4/2/15 0:00,361000,house,3
4/2/15 0:00,380000,house,3
4/2/15 0:00,395000,house,3
4/2/15 0:00,477000,house,4
4/2/15 0:00,480000,house,4
4/2/15 0:00,500000,house,3
4/2/15 0:00,510000,house,3
4/2/15 0:00,532000,house,4
4/2/15 0:00,540000,house,4
4/2/15 0:00,580000,house,5
4/2/15 0:00,600000,house,4
4/2/15 0:00,612000,house,4
4/2/15 0:00,650000,house,4
4/2/15 0:00,762000,house,4
4/2/15 0:00,1040000,house,3
4/2/15 0:00,1675000,house,4
4/3/15 0:00,700000,house,3
4/7/15 0:00,351500,house,3
4/7/15 0:00,406000,house,3
4/7/15 0:00,480000,house,3
4/7/15 0:00,605500,house,4
4/7/15 0:00,800000,house,4
4/8/15 0:00,461000,house,3
4/8/15 0:00,566000,house,4
4/8/15 0:00,667000,house,4
4/9/15 0:00,600000,house,5
4/9/15 0:00,630000,house,3
4/9/15 0:00,855000,house,3
4/10/15 0:00,410150,house,3
4/10/15 0:00,455000,house,3
4/10/15 0:00,470000,house,4
4/10/15 0:00,561000,house,4
4/10/15 0:00,615000,house,4
4/10/15 0:00,640000,house,5
4/10/15 0:00,645000,house,4
4/10/15 0:00,740000,house,4
4/11/15 0:00,492000,house,3
4/11/15 0:00,552500,house,4
4/11/15 0:00,580000,house,4
4/11/15 0:00,583000,house,3
4/11/15 0:00,690000,house,4
4/11/15 0:00,765000,house,3
4/11/15 0:00,933000,house,5
4/11/15 0:00,1025000,house,5
4/11/15 0:00,1060000,house,4
4/11/15 0:00,1105000,house,4
4/11/15 0:00,1125000,house,5
4/11/15 0:00,1952500,house,5
4/13/15 0:00,438000,house,4
4/13/15 0:00,600000,house,4
4/13/15 0:00,610000,house,4
4/13/15 0:00,620000,house,4
4/13/15 0:00,650000,house,5
4/13/15 0:00,672000,house,4
4/13/15 0:00,680000,house,3
4/14/15 0:00,460000,house,4
4/14/15 0:00,465000,house,3
4/14/15 0:00,490000,house,4
4/14/15 0:00,625000,house,4
4/14/15 0:00,705000,house,4
4/14/15 0:00,735000,house,3
4/14/15 0:00,1100000,house,3
4/15/15 0:00,385000,house,3
4/15/15 0:00,408000,house,3
4/15/15 0:00,420000,house,3
4/15/15 0:00,425000,house,3
4/15/15 0:00,569000,house,3
4/15/15 0:00,650500,house,4
4/15/15 0:00,855000,house,4
4/16/15 0:00,350000,house,3
4/16/15 0:00,395000,house,3
4/16/15 0:00,452000,house,2
4/16/15 0:00,520000,house,4
4/16/15 0:00,527500,house,4
4/16/15 0:00,535000,house,3
4/16/15 0:00,590000,house,3
4/16/15 0:00,670000,house,3
4/16/15 0:00,730000,house,4
4/17/15 0:00,355500,house,2
4/17/15 0:00,397500,house,3
4/17/15 0:00,400000,house,3
4/17/15 0:00,425000,house,3
4/17/15 0:00,475000,house,4
4/17/15 0:00,479950,house,3
4/17/15 0:00,493000,house,4
4/17/15 0:00,520000,house,4
4/17/15 0:00,545000,house,4
4/17/15 0:00,565000,house,2
4/17/15 0:00,717500,house,4
4/17/15 0:00,765000,house,5
4/17/15 0:00,820000,house,4
4/17/15 0:00,1370000,house,4
4/18/15 0:00,414000,house,2
4/18/15 0:00,445000,house,3
4/18/15 0:00,455000,house,4
4/18/15 0:00,493000,house,3
4/18/15 0:00,537500,house,4
4/18/15 0:00,540000,house,3
4/18/15 0:00,575000,house,4
4/18/15 0:00,596000,house,4
4/18/15 0:00,600000,house,4
4/18/15 0:00,626000,house,3
4/18/15 0:00,685000,house,3
4/18/15 0:00,741000,house,3
4/18/15 0:00,750000,house,4
4/18/15 0:00,865000,house,4
4/18/15 0:00,875000,house,5
4/18/15 0:00,1001000,house,4
4/18/15 0:00,1105000,house,3
4/20/15 0:00,385000,house,3
4/20/15 0:00,406000,house,3
4/20/15 0:00,425000,house,3
4/20/15 0:00,470000,house,3
4/20/15 0:00,480000,house,3
4/20/15 0:00,525000,house,4
4/20/15 0:00,530000,house,3
4/20/15 0:00,532500,house,3
4/20/15 0:00,650000,house,4
4/20/15 0:00,740000,house,4
4/20/15 0:00,740000,house,4
4/21/15 0:00,410000,house,3
4/21/15 0:00,470000,house,3
4/21/15 0:00,500000,house,3
4/21/15 0:00,535000,house,4
4/21/15 0:00,795000,house,4
4/22/15 0:00,410000,house,2
4/22/15 0:00,440000,house,3
4/22/15 0:00,443000,house,3
4/22/15 0:00,471500,house,3
4/22/15 0:00,565000,house,4
4/22/15 0:00,630000,house,4
4/22/15 0:00,810000,house,3
4/22/15 0:00,935000,house,4
4/23/15 0:00,347000,house,3
4/23/15 0:00,407500,house,3
4/23/15 0:00,444000,house,3
4/23/15 0:00,470000,house,3
4/23/15 0:00,485000,house,3
4/23/15 0:00,510000,house,3
4/23/15 0:00,525000,house,3
4/23/15 0:00,549900,house,4
4/23/15 0:00,550000,house,4
4/23/15 0:00,560000,house,4
4/23/15 0:00,625000,house,4
4/23/15 0:00,705500,house,4
4/23/15 0:00,730000,house,3
4/23/15 0:00,830000,house,4
4/23/15 0:00,868000,house,4
4/24/15 0:00,56500,house,4
4/24/15 0:00,448000,house,3
4/24/15 0:00,465000,house,3
4/24/15 0:00,475000,house,4
4/24/15 0:00,540000,house,4
4/24/15 0:00,646000,house,5
4/24/15 0:00,792500,house,4
4/24/15 0:00,995000,house,4
4/25/15 0:00,460000,house,3
4/25/15 0:00,1400000,house,3
4/26/15 0:00,440000,house,3
4/26/15 0:00,610000,house,4
4/26/15 0:00,837000,house,5
4/27/15 0:00,330000,house,3
4/27/15 0:00,485000,house,3
4/27/15 0:00,505000,house,4
4/27/15 0:00,525000,house,4
4/27/15 0:00,537000,house,4
4/27/15 0:00,560000,house,4
4/27/15 0:00,560000,house,3
4/27/15 0:00,590000,house,4
4/27/15 0:00,617500,house,3
4/27/15 0:00,695000,house,4
4/28/15 0:00,360000,house,3
4/28/15 0:00,415000,house,3
4/28/15 0:00,435500,house,3
4/28/15 0:00,480000,house,4
4/28/15 0:00,580000,house,4
4/28/15 0:00,590000,house,4
4/28/15 0:00,890000,house,4
4/29/15 0:00,352500,house,3
4/29/15 0:00,360500,house,3
4/29/15 0:00,446750,house,3
4/29/15 0:00,450000,house,3
4/29/15 0:00,490000,house,3
4/29/15 0:00,505000,house,3
4/29/15 0:00,572000,house,4
4/29/15 0:00,720000,house,3
4/29/15 0:00,770300,house,4
4/29/15 0:00,785000,house,4
4/29/15 0:00,790000,house,3
4/30/15 0:00,399000,house,3
4/30/15 0:00,409000,house,3
4/30/15 0:00,470000,house,3
4/30/15 0:00,512500,house,3
4/30/15 0:00,549999,house,4
4/30/15 0:00,635000,house,4
4/30/15 0:00,660000,house,4
4/30/15 0:00,725000,house,4
5/1/15 0:00,390000,house,3
5/1/15 0:00,400000,house,3
5/1/15 0:00,440000,house,3
5/1/15 0:00,454000,house,3
5/1/15 0:00,500000,house,4
5/1/15 0:00,525000,house,4
5/1/15 0:00,580000,house,4
5/1/15 0:00,580000,house,4
5/1/15 0:00,599000,house,4
5/1/15 0:00,735000,house,5
5/1/15 0:00,780000,house,4
5/1/15 0:00,905000,house,4
5/2/15 0:00,425000,house,3
5/2/15 0:00,430000,house,3
5/2/15 0:00,472500,house,4
5/2/15 0:00,510000,house,3
5/2/15 0:00,520000,house,3
5/2/15 0:00,575000,house,4
5/2/15 0:00,607000,house,3
5/2/15 0:00,655000,house,4
5/2/15 0:00,670000,house,4
5/2/15 0:00,700000,house,5
5/2/15 0:00,845000,house,5
5/2/15 0:00,890000,house,4
5/2/15 0:00,938000,house,3
5/2/15 0:00,1020000,house,5
5/2/15 0:00,1100000,house,3
5/2/15 0:00,1120000,house,4
5/2/15 0:00,1150000,house,3
5/2/15 0:00,1320000,house,4
5/3/15 0:00,585000,house,3
5/3/15 0:00,650000,house,4
5/3/15 0:00,865000,house,3
5/4/15 0:00,460000,house,3
5/4/15 0:00,530000,house,4
5/4/15 0:00,540000,house,4
5/4/15 0:00,620000,house,4
5/4/15 0:00,620000,house,4
5/4/15 0:00,650000,house,4
5/4/15 0:00,670000,house,4
5/4/15 0:00,684500,house,4
5/4/15 0:00,687000,house,3
5/4/15 0:00,710000,house,4
5/4/15 0:00,1670000,house,4
5/5/15 0:00,370000,house,3
5/5/15 0:00,482500,house,3
5/5/15 0:00,504000,house,3
5/5/15 0:00,546000,house,3
5/5/15 0:00,580000,house,4
5/5/15 0:00,810000,house,3
5/5/15 0:00,1280000,house,5
5/5/15 0:00,1665000,house,4
5/6/15 0:00,380000,house,3
5/6/15 0:00,429000,house,3
5/6/15 0:00,468000,house,3
5/6/15 0:00,493500,house,3
5/6/15 0:00,512000,house,3
5/6/15 0:00,540000,house,3
5/6/15 0:00,665000,house,4
5/6/15 0:00,697000,house,3
5/6/15 0:00,1410000,house,3
5/7/15 0:00,440000,house,3
5/7/15 0:00,455000,house,4
5/7/15 0:00,481000,house,3
5/7/15 0:00,515000,house,3
5/7/15 0:00,531000,house,4
5/7/15 0:00,555000,house,4
5/7/15 0:00,580000,house,4
5/7/15 0:00,585000,house,4
5/7/15 0:00,632000,house,3
5/7/15 0:00,845000,house,3
5/7/15 0:00,850000,house,4
5/7/15 0:00,2150000,house,4
5/8/15 0:00,410000,house,3
5/8/15 0:00,422386,house,3
5/8/15 0:00,430000,house,3
5/8/15 0:00,480000,house,3
5/8/15 0:00,490000,house,3
5/8/15 0:00,512500,house,4
5/8/15 0:00,520000,house,3
5/8/15 0:00,525000,house,2
5/8/15 0:00,547000,house,3
5/8/15 0:00,610000,house,4
5/8/15 0:00,637500,house,4
5/8/15 0:00,680000,house,4
5/9/15 0:00,422000,house,4
5/9/15 0:00,430000,house,3
5/9/15 0:00,480000,house,3
5/9/15 0:00,482000,house,3
5/9/15 0:00,552000,house,4
5/9/15 0:00,588000,house,3
5/9/15 0:00,595000,house,4
5/9/15 0:00,602000,house,3
5/9/15 0:00,606000,house,4
5/9/15 0:00,617000,house,4
5/9/15 0:00,640000,house,4
5/9/15 0:00,680000,house,4
5/9/15 0:00,693000,house,3
5/9/15 0:00,695000,house,3
5/9/15 0:00,695000,house,3
5/9/15 0:00,850000,house,4
5/9/15 0:00,885000,house,4
5/9/15 0:00,890000,house,3
5/9/15 0:00,1000000,house,3
5/9/15 0:00,1070000,house,5
5/9/15 0:00,1150000,house,5
5/11/15 0:00,387000,house,3
5/11/15 0:00,391000,house,4
5/11/15 0:00,475500,house,3
5/11/15 0:00,505500,house,3
5/11/15 0:00,685000,house,4
5/11/15 0:00,835000,house,4
5/12/15 0:00,381000,house,3
5/12/15 0:00,472000,house,3
5/12/15 0:00,505000,house,3
5/12/15 0:00,624000,house,3
5/12/15 0:00,625000,house,4
5/13/15 0:00,463000,house,3
5/13/15 0:00,505000,house,3
5/13/15 0:00,511000,house,3
5/13/15 0:00,525000,house,3
5/13/15 0:00,548000,house,2
5/13/15 0:00,599000,house,4
5/13/15 0:00,671001,house,4
5/13/15 0:00,695000,house,4
5/14/15 0:00,392000,house,3
5/14/15 0:00,420000,house,3
5/14/15 0:00,432000,house,3
5/14/15 0:00,527500,house,4
5/14/15 0:00,570000,house,4
5/14/15 0:00,610000,house,3
5/14/15 0:00,620000,house,4
5/14/15 0:00,650000,house,4
5/14/15 0:00,772000,house,3
5/14/15 0:00,810000,house,3
5/14/15 0:00,865000,house,3
5/14/15 0:00,870000,house,4
5/14/15 0:00,1155000,house,3
5/14/15 0:00,1290000,house,4
5/15/15 0:00,457500,house,3
5/15/15 0:00,483000,house,4
5/15/15 0:00,490000,house,3
5/15/15 0:00,497000,house,4
5/15/15 0:00,500000,house,4
5/15/15 0:00,520000,house,4
5/15/15 0:00,630000,house,4
5/15/15 0:00,670000,house,1
5/15/15 0:00,1203000,house,4
5/16/15 0:00,460000,house,3
5/16/15 0:00,515000,house,3
5/16/15 0:00,590000,house,4
5/16/15 0:00,635000,house,3
5/16/15 0:00,636000,house,3
5/16/15 0:00,673500,house,2
5/16/15 0:00,675000,house,3
5/16/15 0:00,726000,house,4
5/16/15 0:00,755000,house,4
5/16/15 0:00,900000,house,4
5/16/15 0:00,1175000,house,5
5/16/15 0:00,1360000,house,4
5/18/15 0:00,380000,house,3
5/18/15 0:00,430000,house,3
5/18/15 0:00,460000,house,3
5/18/15 0:00,465000,house,3
5/18/15 0:00,481500,house,4
5/18/15 0:00,585000,house,4
5/18/15 0:00,620000,house,4
5/18/15 0:00,628286,house,3
5/18/15 0:00,665000,house,4
5/18/15 0:00,680000,house,4
5/18/15 0:00,740000,house,4
5/18/15 0:00,820000,house,5
5/19/15 0:00,495000,house,3
5/19/15 0:00,500000,house,3
5/19/15 0:00,581000,house,4
5/19/15 0:00,590000,house,4
5/19/15 0:00,595000,house,3
5/19/15 0:00,637000,house,3
5/19/15 0:00,726500,house,4
5/19/15 0:00,750000,house,5
5/20/15 0:00,485000,house,3
5/20/15 0:00,530000,house,4
5/20/15 0:00,530000,house,4
5/20/15 0:00,535000,house,4
5/20/15 0:00,646000,house,3
5/20/15 0:00,649500,house,4
5/20/15 0:00,720000,house,4
5/20/15 0:00,770000,house,4
5/20/15 0:00,777500,house,5
5/20/15 0:00,825000,house,4
5/20/15 0:00,852500,house,4
5/20/15 0:00,920000,house,4
5/20/15 0:00,1135000,house,3
5/21/15 0:00,450000,house,3
5/21/15 0:00,475000,house,4
5/21/15 0:00,480000,house,3
5/21/15 0:00,510000,house,4
5/21/15 0:00,575000,house,4
5/21/15 0:00,625000,house,4
5/21/15 0:00,660000,house,4
5/21/15 0:00,690000,house,4
5/21/15 0:00,940000,house,4
5/22/15 0:00,440000,house,4
5/22/15 0:00,515000,house,4
5/22/15 0:00,530400,house,4
5/22/15 0:00,572500,house,4
5/22/15 0:00,686000,house,3
5/22/15 0:00,692500,house,4
5/22/15 0:00,765000,house,3
5/22/15 0:00,779500,house,3
5/23/15 0:00,365000,house,3
5/23/15 0:00,385000,house,3
5/23/15 0:00,430000,house,3
5/23/15 0:00,432000,house,3
5/23/15 0:00,470000,house,3
5/23/15 0:00,475000,house,4
5/23/15 0:00,512000,house,3
5/23/15 0:00,532500,house,4
5/23/15 0:00,540000,house,4
5/23/15 0:00,580000,house,4
5/23/15 0:00,620000,house,4
5/23/15 0:00,628000,house,3
5/23/15 0:00,670000,house,4
5/23/15 0:00,670000,house,3
5/23/15 0:00,790000,house,3
5/23/15 0:00,796000,house,4
5/23/15 0:00,815000,house,5
5/23/15 0:00,815000,house,3
5/23/15 0:00,870000,house,4
5/23/15 0:00,922500,house,4
5/23/15 0:00,930000,house,4
5/23/15 0:00,930000,house,4
5/23/15 0:00,990000,house,4
5/23/15 0:00,992000,house,5
5/23/15 0:00,1160000,house,5
5/23/15 0:00,1280000,house,4
5/24/15 0:00,510000,house,4
5/25/15 0:00,375000,house,3
5/25/15 0:00,390000,house,3
5/25/15 0:00,465000,house,3
5/25/15 0:00,473000,house,3
5/25/15 0:00,505000,house,3
5/25/15 0:00,582500,house,3
5/25/15 0:00,600000,house,3
5/25/15 0:00,615000,house,4
5/26/15 0:00,450000,house,3
5/26/15 0:00,477500,house,4
5/26/15 0:00,498000,house,4
5/26/15 0:00,647000,house,4
5/26/15 0:00,821000,house,4
5/26/15 0:00,950000,house,4
5/26/15 0:00,1025000,house,4
5/27/15 0:00,460000,house,3
5/27/15 0:00,495000,house,3
5/27/15 0:00,563000,house,3
5/27/15 0:00,630000,house,4
5/27/15 0:00,660000,house,4
5/27/15 0:00,689000,house,4
5/27/15 0:00,695000,house,4
5/28/15 0:00,300500,house,2
5/28/15 0:00,365000,house,3
5/28/15 0:00,460000,house,3
5/28/15 0:00,495000,house,3
5/28/15 0:00,555000,house,4
5/28/15 0:00,605000,house,4
5/28/15 0:00,605000,house,4
5/28/15 0:00,690000,house,4
5/29/15 0:00,342500,house,3
5/29/15 0:00,480000,house,3
5/29/15 0:00,495000,house,3
5/29/15 0:00,540000,house,3
5/29/15 0:00,550000,house,4
5/29/15 0:00,624000,house,4
5/30/15 0:00,440000,house,4
5/30/15 0:00,530000,house,3
5/30/15 0:00,650000,house,4
5/30/15 0:00,680000,house,5
5/30/15 0:00,705000,house,4
5/30/15 0:00,725000,house,4
5/30/15 0:00,747000,house,4
5/30/15 0:00,786000,house,3
5/30/15 0:00,1115000,house,4
5/30/15 0:00,1183000,house,4
5/30/15 0:00,1270000,house,4
5/30/15 0:00,1420000,house,4
5/30/15 0:00,1460000,house,4
5/30/15 0:00,1715000,house,3
6/1/15 0:00,385000,house,3
6/1/15 0:00,513000,house,3
6/1/15 0:00,520000,house,4
6/1/15 0:00,562000,house,4
6/1/15 0:00,595000,house,4
6/1/15 0:00,650500,house,4
6/1/15 0:00,700000,house,4
6/1/15 0:00,1100000,house,5
6/1/15 0:00,1300000,house,5
6/2/15 0:00,379000,house,3
6/2/15 0:00,535000,house,4
6/2/15 0:00,555000,house,4
6/2/15 0:00,572000,house,4
6/3/15 0:00,418000,house,3
6/3/15 0:00,445000,house,3
6/3/15 0:00,460000,house,3
6/3/15 0:00,561000,house,3
6/3/15 0:00,578000,house,4
6/3/15 0:00,588000,house,3
6/3/15 0:00,650000,house,4
6/4/15 0:00,405000,house,3
6/4/15 0:00,415000,house,3
6/4/15 0:00,433000,house,3
6/4/15 0:00,560000,house,3
6/4/15 0:00,560000,house,4
6/4/15 0:00,585000,house,3
6/4/15 0:00,652000,house,4
6/5/15 0:00,440000,house,3
6/5/15 0:00,475000,house,3
6/5/15 0:00,490000,house,3
6/5/15 0:00,500000,house,4
6/5/15 0:00,505000,house,4
6/5/15 0:00,510000,house,3
6/5/15 0:00,540000,house,4
6/5/15 0:00,656000,house,4
6/5/15 0:00,740000,house,5
6/5/15 0:00,780000,house,4
6/5/15 0:00,785000,house,4
6/6/15 0:00,377000,house,2
6/6/15 0:00,417000,house,3
6/6/15 0:00,477000,house,3
6/6/15 0:00,590000,house,3
6/6/15 0:00,750000,house,4
6/6/15 0:00,1010000,house,4
6/7/15 0:00,975000,house,5
6/8/15 0:00,490000,house,4
6/9/15 0:00,272000,house,3
6/9/15 0:00,402000,house,4
6/9/15 0:00,415000,house,3
6/9/15 0:00,435000,house,3
6/9/15 0:00,490000,house,3
6/9/15 0:00,491000,house,3
6/9/15 0:00,500000,house,4
6/9/15 0:00,615000,house,4
6/9/15 0:00,650000,house,4
6/9/15 0:00,800000,house,4
6/9/15 0:00,865000,house,4
6/10/15 0:00,379550,house,3
6/10/15 0:00,441000,house,3
6/10/15 0:00,485500,house,3
6/10/15 0:00,656600,house,4
6/10/15 0:00,680000,house,5
6/11/15 0:00,445000,house,3
6/11/15 0:00,451000,house,3
6/11/15 0:00,545000,house,4
6/11/15 0:00,546000,house,4
6/11/15 0:00,630000,house,3
6/11/15 0:00,1100000,house,4
6/12/15 0:00,446000,house,3
6/12/15 0:00,555500,house,4
6/12/15 0:00,595000,house,4
6/12/15 0:00,605000,house,5
6/12/15 0:00,671555,house,3
6/13/15 0:00,375000,house,3
6/13/15 0:00,471500,house,3
6/13/15 0:00,487500,house,3
6/13/15 0:00,530000,house,4
6/13/15 0:00,550000,house,3
6/13/15 0:00,556000,house,3
6/13/15 0:00,560000,house,3
6/13/15 0:00,605000,house,4
6/13/15 0:00,615000,house,3
6/13/15 0:00,630000,house,4
6/13/15 0:00,655000,house,3
6/13/15 0:00,655000,house,3
6/13/15 0:00,683000,house,3
6/13/15 0:00,684000,house,4
6/13/15 0:00,755000,house,4
6/13/15 0:00,762000,house,4
6/13/15 0:00,814000,house,3
6/13/15 0:00,905000,house,0
6/13/15 0:00,975000,house,4
6/13/15 0:00,1045000,house,4
6/13/15 0:00,1075000,house,4
6/15/15 0:00,410000,house,3
6/15/15 0:00,441000,house,3
6/15/15 0:00,444950,house,3
6/15/15 0:00,449975,house,3
6/15/15 0:00,477500,house,4
6/15/15 0:00,480000,house,3
6/15/15 0:00,538000,house,4
6/15/15 0:00,635000,house,4
6/15/15 0:00,643000,house,4
6/15/15 0:00,650000,house,4
6/15/15 0:00,870000,house,3
6/15/15 0:00,946000,house,4
6/16/15 0:00,460000,house,4
6/16/15 0:00,571500,house,4
6/16/15 0:00,625000,house,3
6/16/15 0:00,675000,house,4
6/16/15 0:00,900000,house,4
6/16/15 0:00,1750000,house,4
6/17/15 0:00,399000,house,3
6/17/15 0:00,430000,house,4
6/17/15 0:00,450000,house,3
6/17/15 0:00,580000,house,3
6/17/15 0:00,595000,house,3
6/17/15 0:00,815000,house,4
6/17/15 0:00,978000,house,4
6/18/15 0:00,411500,house,2
6/18/15 0:00,423000,house,3
6/18/15 0:00,508000,house,3
6/18/15 0:00,920000,house,4
6/18/15 0:00,1113000,house,2
6/19/15 0:00,376000,house,3
6/19/15 0:00,420000,house,3
6/19/15 0:00,422000,house,3
6/19/15 0:00,466500,house,3
