Length,Diameter,Height,ShuckedWeight,VisceraWeight,ShellWeight,WholeWeight,NumRings,Sex
0.255,0.19,0.06,0.04,0.0185,0.025,0.086,5,I
0.27,0.195,0.065,0.0475,0.0225,0.0285,0.1065,5,I
0.28,0.215,0.08,0.072,0.022,0.033,0.132,5,I
0.285,0.215,0.07,0.051,0.0225,0.027,0.1075,6,I
0.32,0.255,0.085,0.072,0.033,0.057,0.1745,8,I
0.325,0.24,0.07,0.0565,0.0305,0.054,0.152,8,I
0.385,0.28,0.1,0.1305,0.061,0.0725,0.2755,8,I
0.395,0.295,0.1,0.14,0.062,0.082,0.293,7,I
0.4,0.305,0.16,0.173,0.0705,0.105,0.368,7,F
0.405,0.31,0.09,0.138,0.06,0.087,0.312,8,I
0.415,0.305,0.12,0.165,0.076,0.0805,0.336,7,I
0.42,0.315,0.115,0.1895,0.065,0.087,0.355,6,I
0.44,0.305,0.115,0.162,0.091,0.11,0.379,9,I
0.445,0.32,0.12,0.152,0.0825,0.12,0.378,8,I
0.45,0.35,0.13,0.2075,0.1045,0.135,0.4655,8,M
0.455,0.355,1.13,0.332,0.116,0.1335,0.594,8,F
0.46,0.345,0.12,0.2435,0.1175,0.132,0.4935,8,M
0.46,0.345,0.11,0.235,0.0885,0.116,0.4595,7,M
0.465,0.36,0.11,0.2665,0.085,0.121,0.4955,7,M
0.465,0.355,0.09,0.2005,0.074,0.1275,0.4325,9,I
0.475,0.38,0.14,0.3165,0.1315,0.1955,0.689,7,F
0.48,0.35,0.135,0.2735,0.0995,0.158,0.5465,8,I
0.485,0.39,0.135,0.25,0.1345,0.1635,0.617,8,M
0.49,0.37,0.11,0.271,0.1035,0.139,0.538,8,I
0.5,0.39,0.135,0.361,0.1575,0.2385,0.7815,9,M
0.5,0.38,0.14,0.277,0.143,0.1785,0.6355,8,F
0.505,0.385,0.13,0.3135,0.149,0.1515,0.6435,7,M
0.525,0.385,0.1,0.246,0.1005,0.1455,0.5115,8,M
0.535,0.42,0.125,0.355,0.1895,0.1795,0.738,8,M
0.535,0.42,0.13,0.3125,0.1565,0.2035,0.699,8,F
0.54,0.385,0.14,0.3265,0.116,0.2365,0.7655,10,F
0.54,0.42,0.13,0.368,0.1675,0.1845,0.7505,9,F
0.545,0.43,0.16,0.3945,0.1855,0.231,0.844,9,F
0.55,0.41,0.13,0.4455,0.2115,0.213,0.8705,9,M
0.55,0.42,0.115,0.2925,0.137,0.209,0.668,11,I
0.565,0.44,0.135,0.393,0.1735,0.238,0.83,9,F
0.58,0.45,0.12,0.418,0.1475,0.2605,0.8685,8,M
0.58,0.435,0.15,0.3485,0.207,0.192,0.839,7,F
0.585,0.485,0.15,0.4145,0.2115,0.356,1.079,11,F
0.595,0.465,0.15,0.4335,0.1765,0.262,0.919,9,M
0.6,0.47,0.19,0.492,0.2595,0.3375,1.1345,10,F
0.61,0.43,0.14,0.438,0.2,0.22,0.909,8,F
0.61,0.48,0.165,0.5575,0.2675,0.372,1.2435,8,M
0.62,0.49,0.16,0.493,0.244,0.2725,1.056,9,F
0.645,0.495,0.15,0.603,0.2225,0.339,1.2095,9,M
0.65,0.5,0.14,0.6165,0.2355,0.32,1.238,8,M
0.665,0.525,0.21,0.818,0.3395,0.4275,1.644,10,F
0.685,0.55,0.2,0.813,0.387,0.49,1.7725,11,M
0.69,0.54,0.195,0.73,0.3975,0.462,1.2525,12,F
0.705,0.57,0.185,0.747,0.3725,0.488,1.761,10,F
0.71,0.5,0.15,0.6835,0.2815,0.28,1.3165,10,F
0.72,0.585,0.22,0.9155,0.448,0.479,1.914,11,M
0.72,0.575,0.215,0.8565,0.4825,0.602,2.1,12,F
0.73,0.555,0.18,0.6555,0.1965,0.4935,1.6895,10,F
0.775,0.57,0.22,0.735,0.4755,0.6585,2.032,17,M
0.505,0.39,0.115,0.3045,0.1555,0.175,0.66,8,F
0.53,0.425,0.13,0.2995,0.1355,0.245,0.7455,10,M
0.505,0.385,0.115,0.243,0.1075,0.21,0.616,11,F
0.405,0.305,0.09,0.114,0.0575,0.095,0.2825,7,I
0.415,0.3,0.1,0.1545,0.0685,0.095,0.3355,7,M
0.5,0.39,0.145,0.273,0.132,0.22,0.651,11,M
0.425,0.33,0.08,0.134,0.0825,0.125,0.361,7,M
0.47,0.35,0.1,0.1885,0.0885,0.175,0.4775,8,M
0.4,0.31,0.115,0.1475,0.0695,0.115,0.3465,10,F
0.37,0.29,0.1,0.1025,0.0505,0.085,0.25,10,I
0.5,0.38,0.155,0.2655,0.1365,0.215,0.66,19,M
0.41,0.31,0.11,0.124,0.082,0.095,0.315,9,I
0.375,0.29,0.1,0.1175,0.0565,0.085,0.276,9,M
0.49,0.385,0.125,0.2175,0.128,0.165,0.5395,11,F
0.585,0.48,0.185,0.434,0.265,0.285,1.04,10,M
0.595,0.455,0.155,0.416,0.2105,0.365,1.041,14,M
0.675,0.55,0.18,0.562,0.3705,0.6,1.6885,15,F
0.665,0.535,0.225,0.7535,0.391,0.885,2.1835,27,M
0.62,0.49,0.17,0.5185,0.2555,0.335,1.2105,13,M
0.325,0.25,0.055,0.076,0.051,0.045,0.166,5,I
0.455,0.355,0.08,0.2165,0.0995,0.125,0.452,9,I
0.525,0.405,0.13,0.3265,0.1975,0.175,0.7185,8,M
0.385,0.29,0.09,0.0855,0.0495,0.08,0.232,7,I
0.13,0.095,0.035,0.005,0.0065,0.0035,0.0105,4,I
0.18,0.13,0.045,0.0125,0.01,0.009,0.0275,3,I
0.31,0.225,0.05,0.0675,0.0385,0.045,0.1445,6,I
0.375,0.29,0.08,0.1405,0.0725,0.08,0.282,7,F
0.48,0.38,0.12,0.2705,0.1405,0.185,0.608,8,F
0.455,0.37,0.125,0.201,0.1265,0.145,0.433,9,I
0.425,0.325,0.1,0.1365,0.0725,0.11,0.3295,7,M
0.475,0.36,0.11,0.177,0.0965,0.145,0.4555,9,I
0.435,0.35,0.12,0.192,0.1,0.13,0.4585,11,F
0.29,0.21,0.075,0.113,0.0675,0.035,0.275,6,F
0.385,0.295,0.095,0.147,0.094,0.09,0.335,7,M
0.47,0.375,0.115,0.1685,0.0755,0.15,0.4265,8,M
0.5,0.4,0.125,0.2395,0.126,0.185,0.5765,10,F
0.4,0.31,0.1,0.106,0.071,0.085,0.127,7,I
0.62,0.51,0.175,0.4375,0.2265,0.4,1.1505,12,M
0.595,0.47,0.15,0.359,0.2105,0.245,0.8915,12,M
0.585,0.455,0.14,0.462,0.185,0.295,0.97,9,M
0.32,0.24,0.08,0.08,0.0385,0.055,0.18,6,M
0.52,0.41,0.125,0.2945,0.1625,0.215,0.6985,10,F
0.44,0.35,0.11,0.2,0.0885,0.13,0.4585,9,M
0.44,0.33,0.115,0.143,0.113,0.12,0.4005,8,F
0.565,0.425,0.1,0.3055,0.166,0.18,0.7145,12,M
0.56,0.425,0.125,0.361,0.213,0.335,0.932,9,F
0.59,0.455,0.175,0.391,0.2455,0.31,0.966,10,F
0.57,0.465,0.18,0.405,0.277,0.295,0.9995,16,F
0.68,0.53,0.205,0.5825,0.337,0.465,1.496,14,M
0.45,0.36,0.125,0.222,0.105,0.16,0.5065,10,F
0.32,0.24,0.075,0.076,0.0355,0.05,0.1735,7,I
0.46,0.35,0.11,0.1685,0.0865,0.125,0.3945,9,I
0.47,0.37,0.105,0.2025,0.1015,0.155,0.4665,10,M
0.455,0.35,0.105,0.1575,0.083,0.135,0.401,9,M
0.415,0.325,0.115,0.1405,0.0765,0.11,0.3455,9,F
0.465,0.35,0.12,0.2015,0.1625,0.185,0.5205,11,M
0.46,0.375,0.135,0.186,0.0845,0.17,0.4935,12,M
0.415,0.31,0.09,0.1305,0.0735,0.115,0.3245,8,M
0.27,0.195,0.07,0.0465,0.018,0.036,0.106,7,M
0.445,0.355,0.11,0.1805,0.1035,0.1505,0.4415,10,M
0.745,0.585,0.19,0.8435,0.437,0.5855,1.966,18,F
0.4,0.3,0.115,0.1335,0.0465,0.0935,0.3025,8,F
0.28,0.2,0.075,0.0545,0.0115,0.035,0.1225,5,I
0.55,0.44,0.135,0.368,0.2095,0.265,0.879,10,M
0.58,0.46,0.165,0.473,0.1965,0.435,1.2275,16,M
0.61,0.5,0.165,0.4915,0.185,0.49,1.2715,12,M
0.62,0.495,0.175,0.643,0.3285,0.725,1.806,17,M
0.56,0.42,0.195,0.3025,0.1795,0.285,0.8085,14,M
0.64,0.51,0.2,0.61,0.3315,0.41,1.3905,12,F
0.69,0.55,0.2,0.732,0.472,0.57,1.8465,19,M
0.715,0.565,0.24,0.7245,0.465,0.885,2.1995,17,F
0.71,0.565,0.195,0.785,0.492,0.49,1.817,11,F
0.55,0.47,0.15,0.377,0.184,0.29,0.897,9,F
0.375,0.305,0.09,0.1395,0.0565,0.095,0.3245,5,M
0.61,0.45,0.16,0.414,0.311,0.3,1.136,9,F
0.38,0.28,0.085,0.115,0.061,0.085,0.2735,6,I
0.37,0.275,0.085,0.104,0.0535,0.07,0.2405,5,F
0.335,0.235,0.085,0.066,0.0345,0.045,0.1545,6,M
0.165,0.115,0.015,0.0055,0.003,0.005,0.0145,4,I
0.285,0.21,0.075,0.055,0.0285,0.04,0.1185,7,M
0.19,0.13,0.03,0.0155,0.015,0.01,0.0295,6,I
0.215,0.15,0.03,0.0115,0.005,0.01,0.0385,5,I
0.595,0.465,0.125,0.3245,0.2,0.23,0.799,10,M
0.645,0.5,0.17,0.4805,0.274,0.355,1.1845,13,F
0.575,0.45,0.185,0.342,0.197,0.35,0.925,12,M
0.57,0.45,0.17,0.414,0.187,0.405,1.098,20,F
0.58,0.45,0.235,0.3,0.206,0.395,1.071,14,F
0.595,0.48,0.2,0.358,0.2035,0.34,0.975,15,F
0.595,0.47,0.25,0.462,0.2475,0.445,1.283,14,F
0.625,0.42,0.165,0.358,0.165,0.445,1.0595,21,F
0.535,0.42,0.165,0.3355,0.1985,0.26,0.9195,16,M
0.55,0.43,0.16,0.317,0.1735,0.355,0.9295,13,M
0.495,0.4,0.155,0.2345,0.1155,0.35,0.8085,6,M
0.32,0.235,0.08,0.064,0.031,0.045,0.1485,6,I
0.445,0.34,0.12,0.193,0.1035,0.13,0.4475,9,M
0.52,0.4,0.125,0.295,0.1715,0.185,0.6865,9,F
0.495,0.385,0.135,0.2,0.1225,0.26,0.6335,14,M
0.47,0.37,0.135,0.222,0.1325,0.17,0.547,12,M
0.49,0.37,0.14,0.243,0.115,0.195,0.585,10,F
0.58,0.47,0.165,0.3215,0.1985,0.315,0.927,11,M
0.645,0.495,0.185,0.5265,0.2785,0.455,1.4935,15,M
0.575,0.485,0.165,0.419,0.264,0.3,1.0405,14,F
0.215,0.17,0.055,0.0205,0.014,0.02,0.0605,6,I
0.43,0.325,0.11,0.1355,0.0935,0.12,0.3675,13,I
0.26,0.215,0.08,0.037,0.0255,0.045,0.099,5,I
0.37,0.28,0.09,0.0905,0.0545,0.07,0.233,11,I
0.405,0.305,0.105,0.1565,0.0705,0.125,0.3625,10,I
0.27,0.19,0.08,0.0265,0.0195,0.03,0.081,6,I
0.68,0.55,0.2,0.525,0.4075,0.585,1.596,21,F
0.65,0.515,0.195,0.5195,0.36,0.44,1.4005,13,F
0.645,0.49,0.215,0.4265,0.2285,0.51,1.406,25,F
0.57,0.405,0.16,0.3445,0.2185,0.295,0.9245,19,M
0.615,0.48,0.19,0.5305,0.2375,0.47,1.36,18,M
0.42,0.345,0.105,0.175,0.096,0.13,0.43,7,M
0.275,0.22,0.08,0.0565,0.0285,0.042,0.1365,6,I
0.29,0.225,0.075,0.0515,0.0235,0.04,0.14,5,F
0.42,0.34,0.115,0.175,0.093,0.135,0.4215,8,M
0.625,0.525,0.215,0.5115,0.2595,0.665,1.5765,16,F
0.55,0.465,0.18,0.3245,0.205,0.525,1.2125,27,F
0.66,0.505,0.2,0.4865,0.297,0.61,1.6305,18,M
0.565,0.47,0.195,0.387,0.258,0.35,1.142,17,M
0.595,0.495,0.235,0.5065,0.219,0.52,1.366,13,F
0.63,0.51,0.23,0.5635,0.2815,0.57,1.539,17,M
0.43,0.325,0.12,0.165,0.0995,0.155,0.445,8,F
0.455,0.35,0.14,0.1965,0.1325,0.175,0.5725,10,F
0.33,0.26,0.08,0.0765,0.0385,0.065,0.19,7,I
0.515,0.415,0.13,0.276,0.196,0.25,0.764,13,F
0.495,0.39,0.15,0.3285,0.189,0.27,0.853,14,M
0.485,0.375,0.145,0.2385,0.1155,0.19,0.5885,13,F
0.535,0.46,0.145,0.3395,0.2005,0.2,0.7875,8,F
0.58,0.465,0.175,0.401,0.1865,0.385,1.035,17,M
0.625,0.525,0.195,0.4505,0.2445,0.53,1.352,13,F
0.555,0.455,0.18,0.296,0.195,0.39,0.958,14,F
0.55,0.425,0.145,0.297,0.15,0.265,0.797,9,F
0.59,0.475,0.155,0.356,0.174,0.28,0.857,13,M
0.355,0.28,0.11,0.0815,0.0525,0.08,0.2235,7,I
0.275,0.2,0.075,0.0305,0.019,0.03,0.086,7,I
0.505,0.39,0.175,0.267,0.15,0.215,0.692,12,F
0.37,0.28,0.095,0.0805,0.051,0.075,0.2225,7,M
0.555,0.43,0.165,0.2735,0.1635,0.275,0.7575,13,M
0.505,0.4,0.165,0.2675,0.155,0.25,0.729,9,F
0.56,0.445,0.18,0.3575,0.2045,0.295,0.903,9,F
0.595,0.475,0.17,0.419,0.229,0.35,1.0965,17,M
0.57,0.45,0.165,0.3305,0.1845,0.295,0.903,14,F
0.6,0.48,0.175,0.4125,0.2735,0.415,1.229,13,M
0.56,0.435,0.185,0.422,0.2435,0.33,1.106,15,F
0.585,0.465,0.19,0.3905,0.2355,0.4,1.171,17,M
0.46,0.335,0.11,0.225,0.0745,0.11,0.444,8,I
0.46,0.36,0.115,0.2105,0.105,0.16,0.4755,8,F
0.415,0.315,0.125,0.068,0.09,0.125,0.388,12,M
0.435,0.32,0.12,0.152,0.0915,0.125,0.3785,11,F
0.475,0.38,0.135,0.1735,0.07,0.185,0.486,7,F
0.465,0.36,0.13,0.2105,0.1185,0.165,0.5265,10,M
0.355,0.28,0.1,0.0935,0.0455,0.085,0.2275,11,I
0.46,0.375,0.14,0.192,0.1045,0.205,0.5105,9,M
0.38,0.325,0.11,0.12,0.074,0.105,0.3105,10,F
0.47,0.365,0.12,0.2295,0.1495,0.15,0.543,9,F
0.36,0.27,0.09,0.083,0.053,0.075,0.2225,6,M
0.585,0.455,0.165,0.345,0.2495,0.315,0.998,12,F
0.655,0.59,0.2,0.654,0.3765,0.415,1.5455,11,M
0.6,0.485,0.175,0.4995,0.2815,0.38,1.2675,13,M
0.57,0.46,0.17,0.4125,0.2205,0.38,1.1,14,F
0.645,0.5,0.2,0.639,0.305,0.36,1.4285,11,F
0.65,0.495,0.18,0.8005,0.339,0.53,1.793,14,M
0.51,0.395,0.145,0.216,0.1385,0.24,0.6185,12,M
0.52,0.38,0.135,0.2505,0.1565,0.175,0.5825,8,M
0.495,0.415,0.165,0.264,0.134,0.285,0.7485,13,M
0.43,0.335,0.115,0.166,0.0935,0.135,0.406,8,M
0.59,0.465,0.16,0.506,0.2525,0.295,1.1005,13,F
0.55,0.46,0.175,0.3155,0.1825,0.32,0.869,10,M
0.585,0.43,0.16,0.3625,0.176,0.27,0.955,11,M
0.58,0.455,0.16,0.312,0.196,0.3,0.9215,17,F
0.62,0.51,0.15,0.581,0.2875,0.32,1.456,13,F
0.59,0.45,0.16,0.2745,0.2185,0.345,0.893,14,I
0.72,0.575,0.215,0.8955,0.405,0.62,2.226,13,F
0.635,0.51,0.175,0.5735,0.261,0.36,1.2125,14,F
0.61,0.48,0.175,0.391,0.216,0.42,1.0675,15,F
0.545,0.445,0.175,0.3465,0.189,0.295,0.8525,13,F
0.57,0.45,0.16,0.3725,0.2175,0.255,0.8615,12,M
0.6,0.475,0.18,0.511,0.2675,0.32,1.162,18,F
0.52,0.41,0.17,0.3735,0.219,0.25,0.8705,14,F
0.635,0.51,0.21,0.6535,0.2835,0.58,1.598,15,M
0.67,0.52,0.15,0.519,0.348,0.37,1.406,13,F
0.695,0.57,0.2,0.751,0.4255,0.685,2.033,15,M
0.655,0.525,0.185,0.487,0.2215,0.445,1.259,20,M
0.62,0.48,0.23,0.403,0.245,0.355,1.0935,14,F
0.6,0.475,0.18,0.4345,0.2475,0.425,1.1805,19,F
0.51,0.405,0.13,0.3725,0.158,0.17,0.7175,9,M
0.525,0.405,0.135,0.3305,0.216,0.195,0.7575,10,M
0.44,0.375,0.13,0.226,0.0965,0.155,0.487,9,M
0.485,0.415,0.14,0.25,0.134,0.185,0.5705,8,I
0.495,0.385,0.13,0.3125,0.179,0.175,0.6905,10,F
0.435,0.345,0.12,0.221,0.112,0.125,0.4475,7,I
0.405,0.315,0.105,0.1605,0.0785,0.1,0.347,9,I
0.42,0.33,0.1,0.1635,0.089,0.1,0.352,9,I
0.5,0.395,0.15,0.3235,0.173,0.195,0.7145,9,F
0.385,0.305,0.105,0.1365,0.0745,0.1,0.3315,7,F
0.33,0.265,0.09,0.068,0.036,0.06,0.18,6,I
0.58,0.475,0.155,0.4305,0.23,0.285,0.974,10,F
0.325,0.27,0.1,0.08,0.0435,0.065,0.185,6,I
0.475,0.375,0.12,0.2525,0.1205,0.185,0.563,10,M
0.38,0.3,0.09,0.1545,0.075,0.095,0.3215,9,F
0.34,0.26,0.09,0.076,0.0525,0.055,0.179,6,I
0.525,0.425,0.12,0.3335,0.1465,0.22,0.702,12,M
0.52,0.415,0.145,0.3325,0.1725,0.285,0.8045,10,F
0.535,0.45,0.135,0.322,0.181,0.25,0.8075,13,F
0.475,0.36,0.12,0.2825,0.12,0.17,0.578,8,M
0.415,0.325,0.1,0.167,0.08,0.125,0.385,7,I
0.495,0.385,0.125,0.2755,0.1235,0.165,0.585,8,I
0.48,0.405,0.13,0.277,0.1445,0.21,0.6375,10,F
0.52,0.425,0.15,0.385,0.2015,0.23,0.813,10,F
0.46,0.375,0.13,0.2505,0.119,0.195,0.5735,9,M
0.58,0.455,0.12,0.399,0.257,0.265,0.94,11,F
0.59,0.49,0.135,0.422,0.2245,0.285,1.008,11,M
0.55,0.415,0.135,0.302,0.179,0.26,0.775,23,F
0.65,0.5,0.165,0.485,0.218,0.365,1.1445,12,F
0.465,0.375,0.135,0.2225,0.129,0.23,0.6,16,F
0.455,0.355,0.13,0.2,0.1275,0.175,0.515,11,M
0.47,0.375,0.13,0.2145,0.164,0.195,0.5795,13,M
0.435,0.35,0.11,0.143,0.1005,0.125,0.384,13,F
0.35,0.265,0.11,0.1365,0.063,0.085,0.2965,7,M
0.315,0.24,0.07,0.0545,0.0315,0.04,0.137,8,I
0.595,0.47,0.145,0.4035,0.1505,0.34,0.991,16,M
0.58,0.475,0.135,0.391,0.165,0.275,0.925,14,F
0.575,0.435,0.15,0.293,0.1625,0.27,0.805,17,M
0.535,0.435,0.155,0.3415,0.177,0.25,0.8915,13,M
0.515,0.42,0.14,0.2505,0.154,0.29,0.769,13,M
0.505,0.385,0.135,0.251,0.1175,0.2,0.6185,12,F
0.505,0.395,0.145,0.2695,0.153,0.205,0.6515,15,F
0.4,0.31,0.1,0.1145,0.0635,0.095,0.2875,10,I
0.49,0.395,0.135,0.213,0.0925,0.215,0.5545,14,M
0.53,0.435,0.135,0.3275,0.1315,0.22,0.7365,12,M
0.395,0.325,0.105,0.111,0.0735,0.095,0.306,8,I
0.665,0.535,0.19,0.5775,0.2815,0.475,1.496,17,F
0.415,0.305,0.105,0.12,0.082,0.1,0.3605,10,F
0.43,0.345,0.115,0.0925,0.055,0.12,0.3045,11,M
0.475,0.395,0.135,0.2465,0.1645,0.2,0.592,13,M
0.525,0.425,0.145,0.3345,0.209,0.24,0.7995,15,F
0.48,0.39,0.145,0.2315,0.121,0.255,0.5825,15,I
0.42,0.345,0.115,0.1515,0.0795,0.115,0.3435,9,I
0.59,0.46,0.155,0.327,0.1485,0.335,0.906,15,M
0.515,0.42,0.135,0.2815,0.127,0.215,0.6295,9,F
0.695,0.55,0.22,0.566,0.3835,0.445,1.5515,13,M
0.8,0.63,0.195,0.933,0.59,0.62,2.526,23,F
0.61,0.49,0.15,0.425,0.2025,0.36,1.103,23,M
0.565,0.48,0.175,0.3885,0.215,0.275,0.957,18,F
0.56,0.455,0.165,0.4015,0.1695,0.245,0.86,11,M
0.655,0.485,0.195,0.6275,0.358,0.485,1.62,17,M
0.64,0.52,0.2,0.566,0.304,0.455,1.407,17,M
0.59,0.47,0.17,0.355,0.1905,0.25,0.9,11,F
0.31,0.24,0.09,0.0605,0.0315,0.045,0.1455,7,I
0.255,0.185,0.07,0.028,0.018,0.025,0.075,6,I
0.17,0.125,0.055,0.009,0.0055,0.008,0.0235,6,I
0.67,0.55,0.17,0.472,0.2455,0.4,1.247,21,M
0.71,0.565,0.195,0.638,0.3365,0.565,1.7265,17,F
0.56,0.43,0.125,0.313,0.1715,0.263,0.8025,13,F
0.505,0.4,0.13,0.3035,0.189,0.2175,0.764,11,M
0.525,0.43,0.165,0.376,0.1945,0.2515,0.8645,16,M
0.45,0.36,0.105,0.2035,0.0935,0.149,0.4715,9,F
0.515,0.435,0.17,0.2765,0.111,0.216,0.631,12,F
0.59,0.475,0.16,0.3815,0.184,0.27,0.9455,19,M
0.7,0.53,0.19,0.548,0.233,0.42,1.3185,18,M
0.72,0.56,0.175,0.637,0.3415,0.525,1.7265,17,F
0.635,0.495,0.15,0.4825,0.242,0.31,1.081,11,M
0.555,0.44,0.135,0.3805,0.2105,0.28,0.9025,13,M
0.575,0.47,0.15,0.4515,0.204,0.4,1.1415,13,M
0.585,0.455,0.125,0.391,0.212,0.25,1.027,17,M
0.61,0.485,0.21,0.535,0.2205,0.515,1.3445,20,F
0.645,0.525,0.2,0.601,0.2565,0.505,1.449,13,F
0.545,0.44,0.175,0.2985,0.1875,0.265,0.7745,11,F
0.55,0.45,0.155,0.343,0.159,0.25,0.7895,12,M
0.66,0.525,0.205,0.5005,0.291,0.41,1.3665,18,F
0.57,0.475,0.195,0.4635,0.1905,0.305,1.0295,18,M
0.6,0.47,0.2,0.392,0.2035,0.29,1.031,15,F
0.63,0.505,0.165,0.4595,0.216,0.315,1.065,12,F
0.695,0.57,0.23,0.8665,0.435,0.5,1.885,19,M
0.65,0.545,0.16,0.487,0.296,0.48,1.2425,15,M
0.72,0.595,0.225,0.8045,0.423,0.66,1.969,16,F
0.56,0.44,0.17,0.3545,0.2175,0.3,0.9445,12,I
0.42,0.325,0.115,0.1625,0.064,0.105,0.354,8,I
0.18,0.125,0.05,0.0085,0.0055,0.01,0.023,3,M
0.405,0.325,0.11,0.145,0.0725,0.11,0.3575,12,F
0.5,0.405,0.15,0.253,0.126,0.185,0.5965,12,F
0.435,0.335,0.11,0.1555,0.0675,0.135,0.383,12,I
0.34,0.275,0.09,0.0725,0.043,0.07,0.2065,10,M
0.43,0.34,0.11,0.154,0.0955,0.109,0.382,8,F
0.535,0.41,0.155,0.2745,0.1415,0.1815,0.6315,12,I
0.415,0.325,0.115,0.1405,0.051,0.106,0.3285,12,I
0.36,0.265,0.09,0.096,0.037,0.0735,0.2165,10,F
0.175,0.135,0.04,0.011,0.0075,0.01,0.0305,5,M
0.155,0.115,0.025,0.009,0.005,0.0075,0.024,5,M
0.525,0.43,0.15,0.3225,0.161,0.215,0.7365,11,I
0.525,0.39,0.135,0.2265,0.131,0.21,0.6005,16,F
0.44,0.345,0.105,0.165,0.083,0.132,0.4285,11,F
0.45,0.345,0.115,0.1905,0.117,0.14,0.496,12,F
0.485,0.365,0.14,0.2595,0.1445,0.177,0.6195,14,F
0.47,0.35,0.135,0.2315,0.1465,0.1525,0.567,11,I
0.515,0.375,0.14,0.2495,0.141,0.2215,0.6505,10,I
0.42,0.34,0.125,0.165,0.1125,0.144,0.4495,11,M
0.455,0.35,0.125,0.1585,0.102,0.1335,0.4485,16,F
0.37,0.29,0.09,0.11,0.045,0.069,0.241,10,M
0.33,0.25,0.09,0.085,0.041,0.0605,0.197,10,M
0.3,0.22,0.09,0.057,0.0335,0.043,0.1425,7,I
0.625,0.46,0.16,0.55,0.273,0.38,1.2395,14,I
0.61,0.475,0.17,0.4435,0.241,0.32,1.0385,14,I
0.625,0.465,0.155,0.404,0.1845,0.35,0.972,14,I
0.635,0.505,0.19,0.5805,0.252,0.435,1.3315,17,I
0.5,0.385,0.155,0.3795,0.161,0.19,0.762,14,I
0.53,0.43,0.17,0.35,0.152,0.235,0.775,17,F
0.445,0.33,0.1,0.163,0.0755,0.17,0.437,13,I
0.585,0.415,0.155,0.3,0.146,0.195,0.6985,12,F
0.44,0.355,0.165,0.159,0.105,0.14,0.435,16,I
0.29,0.225,0.08,0.0535,0.026,0.045,0.1295,10,M
0.555,0.455,0.17,0.309,0.1905,0.3,0.8435,15,I
0.655,0.515,0.145,0.5265,0.283,0.315,1.25,15,I
0.58,0.46,0.185,0.3515,0.2,0.32,1.017,10,F
0.625,0.43,0.175,0.572,0.297,0.395,1.411,12,I
0.62,0.485,0.17,0.4805,0.3045,0.33,1.208,15,I
0.64,0.5,0.15,0.371,0.2705,0.36,1.0705,8,F
0.505,0.375,0.115,0.2635,0.12,0.167,0.5895,10,F
0.5,0.395,0.12,0.2165,0.1085,0.1785,0.537,9,I
0.31,0.245,0.095,0.0525,0.034,0.048,0.15,7,M
0.505,0.38,0.145,0.2935,0.19,0.17,0.651,12,F
0.42,0.305,0.11,0.094,0.0785,0.0955,0.28,9,I
0.4,0.315,0.105,0.1135,0.037,0.113,0.287,10,M
0.425,0.315,0.125,0.1135,0.0565,0.13,0.3525,18,M
0.31,0.235,0.06,0.0415,0.033,0.04,0.12,11,M
0.465,0.35,0.13,0.1945,0.103,0.155,0.494,18,F
0.465,0.36,0.12,0.192,0.1125,0.16,0.4765,10,F
0.35,0.255,0.085,0.1,0.0465,0.06,0.2145,13,M
0.52,0.415,0.16,0.2105,0.142,0.26,0.595,15,I
0.475,0.365,0.13,0.1905,0.114,0.1475,0.4805,12,F
0.41,0.315,0.11,0.1255,0.0655,0.095,0.321,10,F
0.26,0.2,0.065,0.044,0.027,0.03,0.096,6,M
0.575,0.45,0.17,0.358,0.2145,0.26,0.9315,13,I
0.565,0.435,0.155,0.2715,0.168,0.285,0.782,14,I
0.26,0.19,0.075,0.0445,0.02,0.03,0.0945,6,M
0.53,0.385,0.125,0.289,0.151,0.18,0.6695,10,F
0.34,0.255,0.095,0.081,0.034,0.07,0.213,9,M
0.52,0.38,0.14,0.1775,0.115,0.185,0.525,11,I
0.635,0.5,0.18,0.529,0.2485,0.485,1.312,18,F
0.61,0.485,0.165,0.4255,0.232,0.38,1.087,11,F
0.66,0.515,0.18,0.54,0.3365,0.555,1.523,16,F
0.635,0.5,0.18,0.5485,0.292,0.49,1.319,16,I
0.465,0.38,0.135,0.208,0.1095,0.22,0.579,14,F
0.515,0.4,0.16,0.2515,0.156,0.3,0.8175,23,M
0.335,0.24,0.095,0.062,0.039,0.055,0.17,9,I
0.515,0.4,0.17,0.258,0.1755,0.28,0.796,16,F
0.345,0.255,0.1,0.071,0.051,0.06,0.197,9,F
0.465,0.355,0.125,0.2025,0.135,0.145,0.5255,13,M
0.54,0.415,0.17,0.339,0.208,0.255,0.879,10,M
0.475,0.355,0.125,0.186,0.107,0.145,0.4625,9,M
0.445,0.335,0.14,0.1785,0.114,0.14,0.4565,11,F
0.5,0.355,0.14,0.2125,0.149,0.14,0.528,9,M
0.5,0.38,0.135,0.2295,0.1265,0.18,0.5835,12,M
0.55,0.435,0.17,0.2875,0.1645,0.28,0.884,14,F
0.275,0.205,0.08,0.036,0.0185,0.03,0.096,6,I
0.35,0.265,0.09,0.0745,0.0415,0.06,0.1855,7,F
0.37,0.285,0.105,0.1125,0.0585,0.0835,0.27,9,F
